TIME,BASE_AVAILABLE_BALANCE,QUOTE_AVAILABLE_BALANCE,BEST_BID_PRICE,BEST_ASK_PRICE
2021-12-23T00:00:01.000000000Z,1.431035108,30868.540752,48582.1,48582.2
2021-12-23T00:00:14.000000000Z,1.431035108,30868.540752,48587,48587.1
2021-12-23T00:00:27.000000000Z,1.393155948,32708.980311,48594.8,48594.9
2021-12-23T00:00:40.000000000Z,1.393155948,32708.980311,48637.6,48637.7
2021-12-23T00:00:53.000000000Z,1.393155948,32708.980311,48606.8,48606.9
2021-12-23T00:01:06.000000000Z,1.393155948,32708.980311,48624.1,48624.2
2021-12-23T00:01:19.000000000Z,1.393155948,32708.980311,48635.9,48636
2021-12-23T00:01:32.000000000Z,1.393155948,32708.980311,48635.9,48636
2021-12-23T00:01:45.000000000Z,1.393155948,32708.980311,48638.9,48639
2021-12-23T00:01:58.000000000Z,1.393155948,32708.980311,48602.3,48602.4
2021-12-23T00:02:11.000000000Z,1.393155948,32708.980311,48607.9,48608
2021-12-23T00:02:24.000000000Z,1.393155948,32708.980311,48637.4,48640.9
2021-12-23T00:02:37.000000000Z,1.393155948,32708.980311,48638.6,48638.7
2021-12-23T00:02:39.566894416Z,1.393155948,32708.985121,48638.6,48638.7
2021-12-23T00:02:40.462583999Z,1.393155948,32708.989932,48638.6,48638.7
2021-12-23T00:02:41.899975419Z,1.393155948,32708.994742,48638.6,48638.7
2021-12-23T00:02:43.308050381Z,1.393155948,32708.999553,48638.6,48638.7
2021-12-23T00:02:57.000000000Z,1.345050558,35048.783186,48658.2,48658.3
2021-12-23T00:03:10.000000000Z,1.345050558,35048.783186,48659.2,48659.3
2021-12-23T00:03:23.000000000Z,1.345050558,35048.783186,48639.4,48639.5
2021-12-23T00:03:36.000000000Z,1.345050558,35048.783186,48638.3,48638.4
2021-12-23T00:03:49.000000000Z,1.345050558,35048.783186,48638.3,48638.4
2021-12-23T00:04:02.000000000Z,1.373271868,33676.148632,48619.4,48619.5
2021-12-23T00:04:15.000000000Z,1.373271868,33676.148632,48644.1,48644.2
2021-12-23T00:04:28.000000000Z,1.373271868,33676.148632,48638.1,48638.2
2021-12-23T00:04:41.000000000Z,1.373271868,33676.148632,48633,48633.1
2021-12-23T00:04:54.000000000Z,1.373271868,33676.148632,48625.4,48625.5
2021-12-23T00:05:07.000000000Z,1.373271868,33676.148632,48622.3,48622.4
2021-12-23T00:05:20.000000000Z,1.373271868,33676.148632,48624.5,48624.6
2021-12-23T00:05:29.481739770Z,1.373271868,33676.153443,48642.9,48643
2021-12-23T00:05:43.000000000Z,1.373271868,33676.153443,48600,48600.1
2021-12-23T00:05:56.000000000Z,1.373271868,33676.153443,48580.4,48580.5
2021-12-23T00:06:09.000000000Z,1.373271868,33676.153443,48559.6,48559.7
2021-12-23T00:06:22.000000000Z,1.373271868,33676.153443,48566.6,48566.7
2021-12-23T00:06:35.000000000Z,1.373271868,33676.153443,48557.7,48557.8
2021-12-23T00:06:48.000000000Z,1.373271868,33676.153443,48563.5,48563.6
2021-12-23T00:07:01.000000000Z,1.373271868,33676.153443,48563.5,48563.6
2021-12-23T00:07:14.000000000Z,1.373271868,33676.153443,48548.9,48549
2021-12-23T00:07:27.000000000Z,1.373271868,33676.153443,48546.4,48546.5
2021-12-23T00:07:40.000000000Z,1.373271868,33676.153443,48525.4,48525.5
2021-12-23T00:07:53.000000000Z,1.373271868,33676.153443,48466.3,48466.4
2021-12-23T00:08:06.000000000Z,1.373271868,33676.153443,48421.6,48421.7
2021-12-23T00:08:19.000000000Z,1.373271868,33676.153443,48424.2,48424.3
2021-12-23T00:08:32.000000000Z,1.373271868,33676.153443,48434.4,48434.5
2021-12-23T00:08:45.000000000Z,1.373271868,33676.153443,48445.4,48445.5
2021-12-23T00:08:58.000000000Z,1.373271868,33676.153443,48464.1,48464.2
2021-12-23T00:09:11.000000000Z,1.373271868,33676.153443,48457,48457.1
2021-12-23T00:09:24.000000000Z,1.373271868,33676.153443,48454.3,48454.4
2021-12-23T00:09:37.000000000Z,1.373271868,33676.153443,48425,48425.1
2021-12-23T00:09:50.000000000Z,1.418178668,31501.54198,48418.5,48418.6
2021-12-23T00:10:03.000000000Z,1.418178668,31501.54198,48407.3,48407.4
2021-12-23T00:10:16.000000000Z,1.418178668,31501.54198,48397.8,48397.9
2021-12-23T00:10:29.000000000Z,1.418178668,31501.54198,48415.3,48415.4
2021-12-23T00:10:42.000000000Z,1.418178668,31501.54198,48428.3,48428.4
2021-12-23T00:10:55.000000000Z,1.418178668,31501.54198,48418.4,48418.5
2021-12-23T00:11:08.000000000Z,1.418178668,31501.54198,48390,48390.1
2021-12-23T00:11:21.000000000Z,1.418178668,31501.54198,48409.7,48409.8
2021-12-23T00:11:34.000000000Z,1.418178668,31501.54198,48417.3,48418.9
2021-12-23T00:11:47.000000000Z,1.418178668,31501.54198,48433.3,48433.4
2021-12-23T00:12:00.000000000Z,1.418178668,31501.54198,48430.1,48430.2
2021-12-23T00:12:13.000000000Z,1.418178668,31501.54198,48407.5,48407.6
2021-12-23T00:12:26.000000000Z,1.418178668,31501.54198,48432.7,48432.8
2021-12-23T00:12:39.000000000Z,1.418178668,31501.54198,48420.6,48420.7
2021-12-23T00:12:52.000000000Z,1.418178668,31501.54198,48418.9,48419
2021-12-23T00:13:05.000000000Z,1.418178668,31501.54198,48418.9,48419
2021-12-23T00:13:18.000000000Z,1.418178668,31501.54198,48412.9,48413
2021-12-23T00:13:31.000000000Z,1.418178668,31501.54198,48401.9,48402
2021-12-23T00:13:44.000000000Z,1.418178668,31501.54198,48401.9,48402
2021-12-23T00:13:57.000000000Z,1.418178668,31501.54198,48384.5,48384.6
2021-12-23T00:14:10.000000000Z,1.418178668,31501.54198,48349.1,48349.2
2021-12-23T00:14:23.000000000Z,1.418178668,31501.54198,48300,48300.1
2021-12-23T00:14:36.000000000Z,1.418178668,31501.54198,48351.1,48351.2
2021-12-23T00:14:49.000000000Z,1.418178668,31501.54198,48401.3,48401.4
2021-12-23T00:15:02.000000000Z,1.445069008,30200.016696,48402.7,48402.8
2021-12-23T00:15:15.000000000Z,1.445069008,30200.016696,48428.2,48428.3
2021-12-23T00:15:28.000000000Z,1.445069008,30200.016696,48445.3,48445.4
2021-12-23T00:15:41.000000000Z,1.445069008,30200.016696,48401.2,48401.3
2021-12-23T00:15:54.000000000Z,1.445069008,30200.016696,48371,48372.1
2021-12-23T00:16:07.000000000Z,1.445069008,30200.016696,48382,48382.1
2021-12-23T00:16:20.000000000Z,1.493258748,27868.500695,48369.8,48370
2021-12-23T00:16:33.000000000Z,1.493258748,27868.500695,48371.1,48371.2
2021-12-23T00:16:46.000000000Z,1.493258748,27868.500695,48383.1,48383.2
2021-12-23T00:16:59.000000000Z,1.493258748,27868.500695,48399.9,48400
2021-12-23T00:17:12.000000000Z,1.532310278,25978.411461,48404.2,48404.3
2021-12-23T00:17:25.000000000Z,1.532310278,25978.411461,48372,48372.5
2021-12-23T00:17:38.000000000Z,1.532310278,25978.411461,48295.1,48302.2
2021-12-23T00:17:51.000000000Z,1.532310278,25978.411461,48249.9,48250
2021-12-23T00:18:04.000000000Z,1.532310278,25978.411461,48282.2,48282.3
2021-12-23T00:18:17.000000000Z,1.532310278,25978.411461,48204.5,48204.6
2021-12-23T00:18:30.000000000Z,1.532310278,25978.411461,48175.2,48182.3
2021-12-23T00:18:43.000000000Z,1.532310278,25978.411461,48149,48149.1
2021-12-23T00:18:56.000000000Z,1.532310278,25978.411461,48174.6,48174.7
2021-12-23T00:19:09.000000000Z,1.532310278,25978.411461,48198.2,48198.3
2021-12-23T00:19:22.000000000Z,1.532310278,25978.411461,48178.2,48178.3
2021-12-23T00:19:35.000000000Z,1.532310278,25978.411461,48185.1,48185.2
2021-12-23T00:19:48.000000000Z,1.532310278,25978.411461,48188.5,48188.6
2021-12-23T00:20:01.000000000Z,1.532310278,25978.411461,48186.2,48186.3
2021-12-23T00:20:14.000000000Z,1.532310278,25978.411461,48228,48228.1
2021-12-23T00:20:27.000000000Z,1.532310278,25978.411461,48174,48174.1
2021-12-23T00:20:40.000000000Z,1.532310278,25978.411461,48151.5,48151.6
2021-12-23T00:20:53.000000000Z,1.532310278,25978.411461,48158.5,48158.6
2021-12-23T00:21:06.000000000Z,1.532310278,25978.411461,48162.3,48162.4
2021-12-23T00:21:19.000000000Z,1.532310278,25978.411461,48140.7,48140.8
2021-12-23T00:21:32.000000000Z,1.532310278,25978.411461,48141.5,48141.6
2021-12-23T00:21:45.000000000Z,1.532310278,25978.411461,48176.2,48176.3
2021-12-23T00:21:58.000000000Z,1.532310278,25978.411461,48199.9,48200
2021-12-23T00:22:11.000000000Z,1.532310278,25978.411461,48205.9,48206
2021-12-23T00:22:24.000000000Z,1.532310278,25978.411461,48213.2,48213.3
2021-12-23T00:22:37.000000000Z,1.532310278,25978.411461,48245.4,48245.5
2021-12-23T00:22:50.000000000Z,1.532310278,25978.411461,48252.7,48252.8
2021-12-23T00:23:03.000000000Z,1.532310278,25978.411461,48239.2,48239.3
2021-12-23T00:23:16.000000000Z,1.532310278,25978.411461,48233.4,48233.5
2021-12-23T00:23:29.000000000Z,1.580538208,23652.214423,48206.4,48206.5
2021-12-23T00:23:42.000000000Z,1.580538208,23652.214423,48171.1,48171.2
2021-12-23T00:23:55.000000000Z,1.580538208,23652.214423,48160.3,48160.4
2021-12-23T00:24:08.000000000Z,1.580538208,23652.214423,48168.8,48168.9
2021-12-23T00:24:21.000000000Z,1.580538208,23652.214423,48195.8,48195.9
2021-12-23T00:24:34.000000000Z,1.580538208,23652.214423,48187.5,48189.3
2021-12-23T00:24:47.000000000Z,1.580538208,23652.214423,48158.3,48158.4
2021-12-23T00:25:00.000000000Z,1.580538208,23652.214423,48161.3,48161.4
2021-12-23T00:25:13.000000000Z,1.580538208,23652.214423,48145.8,48145.9
2021-12-23T00:25:21.439116443Z,1.580538208,23652.219247,48145.8,48145.9
2021-12-23T00:25:35.000000000Z,1.580538208,23652.219247,48168.9,48169
2021-12-23T00:25:48.000000000Z,1.580538208,23652.219247,48168.8,48168.9
2021-12-23T00:26:01.000000000Z,1.580538208,23652.219247,48170.8,48170.9
2021-12-23T00:26:14.000000000Z,1.580538208,23652.219247,48170.2,48173.8
2021-12-23T00:26:27.000000000Z,1.580538208,23652.219247,48199.9,48200
2021-12-23T00:26:40.000000000Z,1.580538208,23652.219247,48200.8,48200.9
2021-12-23T00:26:53.000000000Z,1.580538208,23652.219247,48208,48208.1
2021-12-23T00:27:06.000000000Z,1.580538208,23652.219247,48210.7,48210.8
2021-12-23T00:27:19.000000000Z,1.580538208,23652.219247,48209.4,48209.5
2021-12-23T00:27:32.000000000Z,1.580538208,23652.219247,48227.6,48227.7
2021-12-23T00:27:45.000000000Z,1.580538208,23652.219247,48242.4,48242.5
2021-12-23T00:27:58.000000000Z,1.580538208,23652.219247,48246.3,48246.4
2021-12-23T00:28:11.000000000Z,1.580538208,23652.219247,48235.6,48235.7
2021-12-23T00:28:24.000000000Z,1.580538208,23652.219247,48212.9,48213
2021-12-23T00:28:37.000000000Z,1.628597938,21335.120308,48196,48196.1
2021-12-23T00:28:50.000000000Z,1.628597938,21335.120308,48190.7,48190.8
2021-12-23T00:29:03.000000000Z,1.628597938,21335.120308,48177.4,48178.2
2021-12-23T00:29:16.000000000Z,1.628597938,21335.120308,48211,48211.1
2021-12-23T00:29:29.000000000Z,1.628597938,21335.120308,48205.2,48205.3
2021-12-23T00:29:42.000000000Z,1.628597938,21335.120308,48201.3,48201.4
2021-12-23T00:29:55.000000000Z,1.628597938,21335.120308,48201.3,48201.4
2021-12-23T00:30:08.000000000Z,1.628597938,21335.120308,48171.5,48171.6
2021-12-23T00:30:21.000000000Z,1.628597938,21335.120308,48154.6,48154.7
2021-12-23T00:30:34.000000000Z,1.628597938,21335.120308,48159.2,48159.3
2021-12-23T00:30:47.000000000Z,1.628597938,21335.120308,48162.9,48163
2021-12-23T00:31:00.000000000Z,1.628597938,21335.120308,48152.5,48152.6
2021-12-23T00:31:13.000000000Z,1.628597938,21335.120308,48143.2,48143.3
2021-12-23T00:31:26.000000000Z,1.628597938,21335.120308,48152.6,48156.7
2021-12-23T00:31:39.000000000Z,1.628597938,21335.120308,48149,48149.1
2021-12-23T00:31:52.000000000Z,1.628597938,21335.120308,48159.8,48159.9
2021-12-23T00:32:04.555329738Z,1.628597938,21335.125133,48154.9,48155
2021-12-23T00:32:18.000000000Z,1.676843138,19011.882351,48140.5,48140.6
2021-12-23T00:32:31.000000000Z,1.676843138,19011.882351,48149.2,48149.3
2021-12-23T00:32:44.000000000Z,1.676843138,19011.882351,48135,48135.1
2021-12-23T00:32:57.000000000Z,1.676843138,19011.882351,48135.7,48135.8
2021-12-23T00:33:10.000000000Z,1.676843138,19011.882351,48104.8,48104.9
2021-12-23T00:33:23.000000000Z,1.676843138,19011.882351,48132.4,48132.5
2021-12-23T00:33:36.000000000Z,1.676843138,19011.882351,48132.4,48132.5
2021-12-23T00:33:49.000000000Z,1.676843138,19011.882351,48161,48161.1
2021-12-23T00:34:02.000000000Z,1.676843138,19011.882351,48154,48154.1
2021-12-23T00:34:15.000000000Z,1.676843138,19011.882351,48152.9,48153
2021-12-23T00:34:28.000000000Z,1.676843138,19011.882351,48130.9,48134.6
2021-12-23T00:34:41.000000000Z,1.676843138,19011.882351,48158.6,48158.7
2021-12-23T00:34:54.000000000Z,1.676843138,19011.882351,48177.3,48177.4
2021-12-23T00:35:07.000000000Z,1.676843138,19011.882351,48161.1,48161.2
2021-12-23T00:35:20.000000000Z,1.725087158,16688.39728,48134.1,48134.2
2021-12-23T00:35:33.000000000Z,1.725087158,16688.39728,48125.9,48126
2021-12-23T00:35:46.000000000Z,1.725087158,16688.39728,48116.6,48116.7
2021-12-23T00:35:59.000000000Z,1.725087158,16688.39728,48093.2,48093.3
2021-12-23T00:36:12.000000000Z,1.725087158,16688.39728,48090,48090.1
2021-12-23T00:36:25.000000000Z,1.725087158,16688.39728,48114.4,48114.5
2021-12-23T00:36:38.000000000Z,1.725087158,16688.39728,48099.8,48099.9
2021-12-23T00:36:51.000000000Z,1.725087158,16688.39728,48125.9,48126
2021-12-23T00:37:04.000000000Z,1.699251718,17931.755906,48132.1,48132.2
2021-12-23T00:37:17.000000000Z,1.699251718,17931.755906,48136.4,48136.5
2021-12-23T00:37:30.000000000Z,1.699251718,17931.755906,48125.6,48125.7
2021-12-23T00:37:43.000000000Z,1.699251718,17931.755906,48106.7,48106.8
2021-12-23T00:37:56.000000000Z,1.699251718,17931.755906,48119.3,48119.4
2021-12-23T00:38:09.000000000Z,1.699251718,17931.755906,48115.5,48115.6
2021-12-23T00:38:22.000000000Z,1.699251718,17931.755906,48101.4,48101.5
2021-12-23T00:38:35.000000000Z,1.699251718,17931.755906,48106.8,48106.9
2021-12-23T00:38:48.000000000Z,1.699251718,17931.755906,48106.8,48106.9
2021-12-23T00:39:01.000000000Z,1.699251718,17931.755906,48106.6,48106.7
2021-12-23T00:39:05.699852410Z,1.699251718,17931.760732,48106.6,48106.7
2021-12-23T00:39:10.785902429Z,1.699251718,17931.765557,48107.2,48107.3
2021-12-23T00:39:24.000000000Z,1.699251718,17931.765557,48124,48124.1
2021-12-23T00:39:37.000000000Z,1.699251718,17931.765557,48163.3,48163.4
2021-12-23T00:39:50.000000000Z,1.699251718,17931.765557,48168,48168.1
2021-12-23T00:40:03.000000000Z,1.699251718,17931.765557,48175.7,48177.8
2021-12-23T00:40:16.000000000Z,1.699251718,17931.765557,48192.1,48192.2
2021-12-23T00:40:29.000000000Z,1.699251718,17931.765557,48193.1,48193.2
2021-12-23T00:40:42.000000000Z,1.699251718,17931.765557,48254.3,48254.4
2021-12-23T00:40:55.000000000Z,1.699251718,17931.765557,48243.5,48243.6
2021-12-23T00:41:08.000000000Z,1.699251718,17931.765557,48240.7,48240.8
2021-12-23T00:41:21.000000000Z,1.699251718,17931.765557,48257.6,48257.7
2021-12-23T00:41:34.000000000Z,1.699251718,17931.765557,48283.1,48283.2
2021-12-23T00:41:47.000000000Z,1.699251718,17931.765557,48291.6,48291.7
2021-12-23T00:42:00.000000000Z,1.699251718,17931.765557,48314.4,48314.5
2021-12-23T00:42:13.000000000Z,1.699251718,17931.765557,48332.6,48332.7
2021-12-23T00:42:26.000000000Z,1.699251718,17931.765557,48305.3,48305.4
2021-12-23T00:42:39.000000000Z,1.699251718,17931.765557,48290.7,48290.8
2021-12-23T00:42:52.000000000Z,1.699251718,17931.765557,48280.1,48280.2
2021-12-23T00:43:05.000000000Z,1.699251718,17931.765557,48266.7,48266.8
2021-12-23T00:43:18.000000000Z,1.699251718,17931.765557,48274.6,48274.7
2021-12-23T00:43:31.000000000Z,1.699251718,17931.765557,48262.8,48262.9
2021-12-23T00:43:44.000000000Z,1.699251718,17931.765557,48268.2,48268.3
2021-12-23T00:43:57.000000000Z,1.699251718,17931.765557,48275.8,48275.9
2021-12-23T00:44:10.000000000Z,1.699251718,17931.765557,48265.9,48266
2021-12-23T00:44:23.000000000Z,1.699251718,17931.765557,48256.6,48256.7
2021-12-23T00:44:36.000000000Z,1.699251718,17931.765557,48268.7,48268.8
2021-12-23T00:44:49.000000000Z,1.699251718,17931.765557,48306.2,48306.3
2021-12-23T00:45:02.000000000Z,1.699251718,17931.765557,48304.5,48304.6
2021-12-23T00:45:15.000000000Z,1.699251718,17931.765557,48303.2,48303.3
2021-12-23T00:45:28.000000000Z,1.699251718,17931.765557,48284,48284.1
2021-12-23T00:45:41.000000000Z,1.699251718,17931.765557,48321.2,48321.3
2021-12-23T00:45:54.000000000Z,1.699251718,17931.765557,48322.7,48322.8
2021-12-23T00:46:07.000000000Z,1.699251718,17931.765557,48323.1,48323.2
2021-12-23T00:46:20.000000000Z,1.699251718,17931.765557,48327.1,48327.2
