TIME,BASE_AVAILABLE_BALANCE,QUOTE_AVAILABLE_BALANCE,BEST_BID_PRICE,BEST_ASK_PRICE
2021-12-06T00:00:05.000000000Z,0.047298627972,100435.11315,49407.6,49407.7
2021-12-06T00:00:18.000000000Z,0.047298627972,100435.11315,49394.7,49394.8
2021-12-06T00:00:31.000000000Z,0.047298627972,100435.11315,49413.7,49413.8
2021-12-06T00:00:44.000000000Z,0.047298627972,100435.11315,49433.6,49433.7
2021-12-06T00:00:57.000000000Z,0.047298627972,100435.11315,49433.9,49434
2021-12-06T00:01:10.000000000Z,0.047298627972,100435.11315,49430.9,49432.1
2021-12-06T00:01:23.000000000Z,0.047298627972,100435.11315,49400,49400.1
2021-12-06T00:01:36.000000000Z,0.069015397972,99362.304708,49412,49412.1
2021-12-06T00:01:49.000000000Z,0.069015397972,99362.304708,49363,49363.1
2021-12-06T00:02:02.000000000Z,0.069015397972,99362.304708,49332.1,49332.2
2021-12-06T00:02:15.000000000Z,0.069015397972,99362.304708,49283.4,49283.5
2021-12-06T00:02:28.000000000Z,0.069015397972,99362.304708,49268.1,49268.2
2021-12-06T00:02:41.000000000Z,0.069015397972,99362.304708,49288.3,49288.4
2021-12-06T00:02:54.000000000Z,0.069015397972,99362.304708,49261.2,49261.3
2021-12-06T00:03:07.000000000Z,0.069015397972,99362.304708,49328.1,49328.6
2021-12-06T00:03:20.000000000Z,0.069015397972,99362.304708,49307.1,49307.2
2021-12-06T00:03:33.000000000Z,0.069015397972,99362.304708,49289.5,49289.6
2021-12-06T00:03:46.000000000Z,0.069015397972,99362.304708,49258.9,49259.1
2021-12-06T00:03:59.000000000Z,0.020432377972,101755.46055,49263.7,49263.8
2021-12-06T00:04:12.000000000Z,0.020432377972,101755.46055,49281.4,49281.5
2021-12-06T00:04:25.000000000Z,0.020432377972,101755.46055,49302.1,49302.2
2021-12-06T00:04:38.000000000Z,0.020432377972,101755.46055,49277.1,49277.2
2021-12-06T00:04:51.000000000Z,0.020432377972,101755.46055,49264.4,49264.5
2021-12-06T00:05:04.000000000Z,0.020432377972,101755.46055,49236.2,49236.3
2021-12-06T00:05:17.000000000Z,0.020432377972,101755.46055,49233.5,49233.6
2021-12-06T00:05:30.000000000Z,0.020432377972,101755.46055,49249.5,49249.6
2021-12-06T00:05:43.000000000Z,0.020432377972,101755.46055,49253.3,49253.4
2021-12-06T00:05:56.000000000Z,0.020432377972,101755.46055,49280.7,49280.8
2021-12-06T00:06:09.000000000Z,0.020432377972,101755.46055,49320.5,49320.6
2021-12-06T00:06:22.000000000Z,0.020432377972,101755.46055,49337.9,49338
2021-12-06T00:06:35.000000000Z,0.020432377972,101755.46055,49308.3,49309.1
2021-12-06T00:06:48.000000000Z,0.020432377972,101755.46055,49293.5,49293.6
2021-12-06T00:07:01.000000000Z,0.020432377972,101755.46055,49287.6,49287.7
2021-12-06T00:07:14.000000000Z,0.020432377972,101755.46055,49258.9,49259
2021-12-06T00:07:27.000000000Z,0.020432377972,101755.46055,49222.9,49223
2021-12-06T00:07:40.000000000Z,0.020432377972,101755.46055,49230.8,49230.9
2021-12-06T00:07:53.000000000Z,0.020432377972,101755.46055,49186.2,49186.3
2021-12-06T00:08:06.000000000Z,0.020432377972,101755.46055,49197.7,49197.8
2021-12-06T00:08:19.000000000Z,0.020432377972,101755.46055,49226.5,49226.7
